reading_id,fault_label,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,rms_energy_mean,rms_energy_std,dominant_freq_hz,tempo_bpm,sample_rate_hz,duration_sec,recording_env,ambient_noise_db
889,Brake System Fault,-173.3351,23.8518,101.9761,15.185,-18.5232,9.9824,13.6142,12.9184,-10.6384,12.0473,14.2841,9.9576,-4.9975,6.648,10.5094,6.4656,-4.8312,8.1248,10.3211,8.3899,-0.2577,5.405,5.3523,4.4177,-1.9374,4.0892,2652.82,373.56,1720.2,321.26,4876.68,683.86,0.10925,0.0266,0.07972,0.01774,3497.3,1109.4,22050,3.38,revving,67.0
890,Engine Overheating,-177.2174,15.8951,103.5688,8.6393,-14.2879,7.821,9.1754,7.4162,-2.8097,7.9207,14.5211,7.8399,-1.2637,5.2858,9.6153,6.7194,-7.8154,3.9056,9.9677,6.3489,-2.7076,4.5632,8.5405,2.8574,-1.4239,4.4931,2433.62,269.49,1398.83,257.28,4481.18,479.55,0.08794,0.01789,0.06662,0.01576,2989.4,485.6,22050,4.1,idle,58.2
891,Clutch Slip,-197.5031,19.796,103.9808,13.6165,-8.2236,7.7382,15.6472,8.1088,-9.5799,5.098,10.5719,4.5539,-4.7566,4.404,7.4728,4.9722,-2.049,5.633,5.6476,4.4822,-1.3304,4.4404,3.5915,4.276,-0.4317,3.8314,2072.66,241.95,1302.7,142.1,3690.62,298.98,0.07288,0.01422,0.06192,0.01091,24.1,1116.3,22050,3.69,idle,67.6
892,Engine Overheating,-179.902,17.9192,102.1011,12.5112,-16.05,8.6264,9.652,8.8922,-3.5103,6.4672,12.1845,8.5725,0.8167,5.0033,10.4263,6.988,-4.5367,4.5198,5.5423,5.7408,-2.0479,6.5433,4.8075,4.185,-2.2255,3.9855,2651.69,372.8,1516.49,248.78,4513.81,611.55,0.09029,0.01888,0.06354,0.01704,2779.2,922.5,22050,3.28,revving,57.5
893,Engine Overheating,-185.2189,17.1941,108.5487,13.149,-8.3103,14.6837,6.7053,8.1538,-2.5812,6.957,15.346,7.7085,-0.0331,4.9172,8.6466,4.5669,-5.7701,5.3863,8.5465,4.3872,-2.109,4.4888,3.7911,3.6701,0.7166,3.5634,2367.37,328.39,1520.83,179.47,4267.34,570.43,0.091,0.01753,0.06576,0.01273,2606.3,928.4,22050,3.82,revving,49.7
894,Engine Overheating,-183.2039,17.6986,104.6066,16.0546,-12.6079,11.7526,9.9199,10.8765,0.8507,7.5647,10.227,7.8377,0.7764,6.2356,8.7421,6.9075,-6.9397,7.8949,8.5584,6.4497,-1.3439,5.3496,3.5663,4.0835,-3.0378,3.4613,2534.94,303.8,1570.14,227.19,4238.01,390.21,0.09088,0.01945,0.06957,0.0163,3292.8,1252.5,22050,2.56,revving,74.1
895,Battery Fault,-193.4014,17.1266,110.2823,10.6527,-4.5957,5.7948,11.4835,6.0317,-3.6533,5.8077,11.4247,4.7438,-1.338,4.6648,6.8803,3.8806,-5.5821,4.2976,7.2668,4.1098,-0.2634,4.649,5.9237,4.5683,-3.2367,3.644,2008.85,238.47,1202.48,138.67,3453.64,290.12,0.07613,0.01184,0.05059,0.00946,150.6,824.6,22050,2.66,idle,51.4
896,Battery Fault,-188.8123,14.9254,113.2626,13.7322,-9.3806,6.6171,9.9093,6.2117,-0.4052,4.5783,6.7661,4.671,-1.7861,4.5389,9.263,4.6722,-5.2971,4.3497,3.2092,4.2963,-2.9049,4.1394,6.3697,3.0405,-2.8069,5.6625,1864.51,232.94,1212.98,130.81,3489.82,304.92,0.07017,0.01145,0.04753,0.01074,220.0,1156.4,22050,3.28,revving,56.8
897,Oil Pressure Fault,-184.4616,20.6336,102.2937,13.2154,-4.3684,10.2298,13.5541,5.2192,-6.0704,5.0101,8.8658,6.5057,-9.0328,6.4555,9.3127,3.0779,-3.9573,4.6755,8.3148,4.6136,-3.3237,4.2842,5.1938,2.5259,-0.2889,3.6072,2167.11,246.06,1206.4,191.18,4018.31,373.96,0.08699,0.01681,0.05618,0.01729,677.6,1237.1,22050,3.95,idle,70.3
898,Oil Pressure Fault,-195.2108,15.3717,105.057,18.3042,-5.7025,4.9193,7.6722,5.4114,-7.0775,5.6803,11.2462,5.368,-4.64,5.2691,10.8656,2.9559,-2.2776,6.152,9.0461,5.8258,-1.6429,3.8338,6.8198,5.2747,0.1093,4.341,2112.39,246.19,1344.4,185.36,3755.8,455.8,0.07362,0.01559,0.05561,0.01395,1376.1,865.4,22050,3.98,revving,61.3
899,Clutch Slip,-188.9279,18.6688,111.9418,13.336,-4.7448,8.3629,12.7888,8.4849,-2.4897,6.3259,9.93,6.6833,-4.8986,6.2627,6.8753,3.9044,-7.9361,4.9356,2.793,4.4077,-2.4715,3.8845,3.9768,3.359,-2.2599,4.3039,2229.01,196.34,1276.16,130.11,3601.93,400.31,0.07039,0.01333,0.05234,0.01527,41.0,1021.8,22050,4.39,idle,69.3
900,Clutch Slip,-196.6198,17.1822,109.1238,10.9681,-3.0557,8.1629,12.1707,6.0224,-8.6124,7.7903,14.9422,6.2844,-4.3155,5.5156,8.2259,4.8452,-3.713,4.58,5.4129,4.3251,-1.415,4.0408,4.272,3.3342,-1.0834,2.8695,1943.09,248.94,1301.17,120.14,3748.78,366.4,0.07311,0.01639,0.05189,0.00874,32.8,1292.4,22050,4.18,idle,54.4
901,Oil Pressure Fault,-181.5402,16.4843,108.0159,13.4288,-5.0924,11.0597,10.9867,8.6714,-7.5697,8.0362,8.4396,4.5787,-5.2181,5.9399,11.536,3.8969,-7.5835,3.4349,8.8318,3.9424,-4.881,3.8429,6.181,5.5239,0.1077,3.8339,2194.06,287.7,1361.78,246.04,4060.34,466.97,0.07472,0.01169,0.05677,0.01139,1055.3,1456.9,22050,2.9,idle,66.5
902,Oil Pressure Fault,-169.9298,16.0713,114.3874,17.7407,-4.7981,6.5178,19.6948,8.2762,-11.2235,6.7461,11.922,8.2459,-6.0528,4.8076,8.8524,5.3265,-4.6156,4.2975,6.3148,5.2284,-1.7315,4.703,5.9116,2.4511,-3.4096,4.1121,2202.54,247.18,1300.6,141.33,3760.81,457.99,0.08175,0.0196,0.05949,0.01148,1133.4,1306.5,22050,3.76,load,70.3
903,Brake System Fault,-179.2467,19.4973,95.5492,13.441,-13.7167,11.5964,18.961,10.6812,-8.5023,9.6874,6.2385,9.3995,-7.0842,7.2187,7.81,7.3969,-2.5601,4.9925,10.3394,4.2628,-0.472,6.4595,8.6483,4.7259,-1.0006,3.3552,2747.4,332.96,1765.78,209.06,4949.28,658.31,0.11613,0.02767,0.0828,0.01976,3813.3,1433.9,22050,3.23,revving,53.5
904,Engine Overheating,-184.0669,20.5207,113.967,12.4165,-17.5209,11.1,3.9567,6.2129,1.2115,3.7485,10.9914,4.7469,-3.8125,3.7819,8.8054,8.1338,-7.0928,6.1793,7.5347,4.7559,-2.2082,4.4847,2.8226,4.0765,-2.758,4.6379,2250.98,227.92,1547.29,268.0,4314.91,497.44,0.08935,0.01743,0.06832,0.01407,2768.9,1598.0,22050,3.84,revving,50.8
905,Brake System Fault,-192.0183,17.5277,88.4361,13.2279,-7.8661,12.2125,14.283,12.3094,-6.0608,11.2981,9.6766,6.2803,-5.3193,5.1519,9.1521,6.7391,-5.8703,4.7624,9.7409,3.8327,-1.7425,5.3012,7.0723,4.9009,-5.5725,3.607,2793.42,341.0,1647.97,321.69,4983.82,740.74,0.12241,0.02688,0.08482,0.01809,2970.9,1106.3,22050,2.61,revving,58.3
906,Brake System Fault,-176.5343,20.3839,98.7361,21.0916,-14.6735,10.9159,16.2462,13.409,-8.3284,6.7393,14.5486,7.7667,-6.4781,6.9953,7.6448,7.883,-6.0376,6.8901,6.8425,4.9498,-2.3771,5.2128,4.9155,3.2003,-0.3473,4.3147,2704.8,422.18,1729.31,216.79,5018.4,447.98,0.11259,0.02075,0.0876,0.01808,2297.7,691.1,22050,3.77,revving,75.2
907,Clutch Slip,-192.5039,21.5784,103.2024,8.3751,-4.134,7.255,15.5027,5.4416,-3.1201,6.0385,12.0281,5.9475,-2.2917,3.1062,9.9862,4.8204,-1.752,5.1794,8.9717,5.6355,-0.7905,4.6364,5.355,5.1877,-1.6238,4.6083,2097.4,243.58,1257.32,133.77,3558.53,355.79,0.0761,0.01595,0.04428,0.00957,24.0,1951.8,22050,3.84,idle,49.9
908,Engine Overheating,-181.7009,18.3386,105.7225,6.1038,-10.3882,9.0925,11.235,7.3751,-4.9312,10.2073,11.7475,4.2953,0.1535,5.538,9.1652,6.4113,-4.4071,5.5324,7.4508,4.8187,-1.3378,4.9904,6.5894,3.3849,-1.3376,4.6783,2388.67,283.04,1480.04,214.82,4320.76,556.3,0.08561,0.01713,0.0643,0.0151,2918.6,1707.4,22050,2.83,revving,73.7
909,Healthy,-206.2951,16.2039,116.7906,8.5839,-10.1333,6.2036,11.8831,4.3009,-7.9159,6.7176,9.4957,4.0337,-2.6425,1.7674,5.9276,3.3982,-2.3103,3.2024,3.9336,3.1795,-1.0925,3.2857,4.1156,3.6365,-1.2401,2.9114,1774.29,203.95,1018.06,98.05,3064.24,269.82,0.06206,0.01258,0.04124,0.01271,100.8,656.8,22050,3.99,idle,52.0
910,Engine Overheating,-174.609,20.6797,106.3781,15.265,-14.9474,9.8948,10.8876,9.9067,-3.1786,6.0777,16.8334,7.977,-0.6992,6.0914,11.0949,5.947,-3.1831,5.1264,7.525,7.0115,-6.0111,4.9194,3.9054,4.5478,-0.01,3.2546,2407.04,307.9,1555.18,264.32,4225.56,559.95,0.09599,0.01829,0.06077,0.02048,3543.7,550.0,22050,3.04,revving,49.1
911,Oil Pressure Fault,-183.1953,14.0856,107.3227,19.7713,-4.3255,7.8728,18.2911,7.7752,-4.4367,7.7876,9.9824,5.5894,-5.5406,5.7067,7.2851,4.2825,-1.8705,3.7725,10.5873,4.4501,-3.2365,3.1236,7.3206,4.0776,-0.3479,4.4185,2131.77,267.66,1327.13,205.69,3652.39,447.33,0.0814,0.01653,0.05633,0.01016,1092.3,860.3,22050,4.11,idle,74.2
912,Battery Fault,-193.9305,11.1033,113.1347,11.5545,-4.6724,7.4683,10.6587,8.1179,-4.2725,5.0181,5.4357,5.915,-3.2865,2.9626,6.5256,5.877,-5.9097,4.1057,5.2422,4.2969,-2.3885,3.2823,5.816,4.214,-2.8661,4.9651,1980.09,211.63,1120.92,97.48,3638.51,325.9,0.07026,0.01003,0.04975,0.01014,144.3,676.1,22050,3.93,idle,48.6
913,Healthy,-204.5245,10.2714,110.2897,11.4986,-9.4956,4.6955,11.6685,5.9518,-5.0307,4.8326,7.0527,4.2761,-2.4665,2.4972,6.3824,3.3083,-0.1044,3.2893,4.9454,3.2228,-0.4284,3.1014,6.9114,2.814,-0.3208,3.3318,1757.43,201.18,1037.16,120.89,3088.12,216.63,0.0655,0.0101,0.04256,0.01012,101.7,1063.7,22050,4.0,revving,48.1
914,Clutch Slip,-191.3489,16.3905,104.6479,8.6148,-6.3627,8.9719,17.7965,5.909,-1.5419,7.2442,13.4699,6.4979,-4.5536,6.1079,9.0644,5.5092,-3.5353,6.0862,5.2936,4.6355,-0.8983,3.6832,4.9091,2.035,0.3723,3.4812,2147.76,273.86,1255.01,185.8,3657.98,335.11,0.08355,0.01235,0.05115,0.00984,26.1,1332.0,22050,4.27,revving,76.4
915,Oil Pressure Fault,-183.8941,22.1938,111.7714,13.2665,-6.3323,11.2906,14.3452,8.2972,-6.2708,6.6757,9.2554,6.511,-0.8431,6.8201,9.9754,5.7893,-3.7108,4.7498,7.3202,4.2558,-2.6754,5.551,3.1171,4.1477,-0.5446,3.5703,2263.52,279.79,1292.65,186.48,3995.33,455.34,0.08329,0.01789,0.05831,0.01339,915.5,627.6,22050,3.76,idle,75.3
916,Brake System Fault,-172.8042,27.2988,95.4719,16.5109,-12.878,15.3312,22.6314,15.6826,-5.3927,8.0725,11.9141,5.6773,-5.3957,5.7868,9.1083,9.1765,-4.5011,8.5908,8.4665,6.1748,-4.8669,5.6784,5.1577,4.0821,-2.8419,4.2371,2770.86,320.73,1818.88,267.26,5106.82,629.41,0.11775,0.02763,0.06987,0.02334,4102.8,1603.8,22050,2.96,idle,72.9
917,Clutch Slip,-179.0612,17.6479,108.4314,16.2293,-3.8163,7.9615,15.341,7.3392,-3.1883,6.5396,8.6264,6.3847,-1.9432,4.9226,9.3346,5.5082,-2.2395,4.0623,8.5474,4.9511,-3.3495,2.8983,5.0706,4.2598,-0.6768,3.1868,2141.28,171.83,1217.84,142.6,3762.05,319.36,0.07273,0.01409,0.04776,0.01039,14.6,1815.1,22050,3.26,idle,59.0
918,Engine Overheating,-175.5562,22.3564,106.4919,17.1796,-9.0733,12.6048,11.2192,7.8519,-7.4964,6.9253,14.2569,8.0349,-1.1778,5.3939,12.6809,4.668,-2.7382,5.2629,7.2549,5.6076,-1.7269,6.722,4.2017,4.5367,-0.3026,3.8548,2438.68,381.51,1458.47,279.14,4142.06,480.26,0.09284,0.01875,0.06814,0.01765,3269.4,621.6,22050,4.09,revving,73.9
919,Brake System Fault,-177.1299,18.478,107.1368,24.3533,-7.9608,9.4498,13.783,9.9007,-8.5376,8.393,15.9178,7.7212,-6.0751,7.1806,6.9113,8.9804,-2.3571,6.7923,6.7103,5.1333,-5.5171,6.289,8.5671,5.3804,-0.272,4.9234,2630.11,421.61,1800.64,209.32,4857.63,709.17,0.10548,0.02377,0.07515,0.01913,4535.5,781.3,22050,3.39,load,73.6
920,Oil Pressure Fault,-186.3705,29.858,106.5047,8.2896,-6.8423,9.3795,18.2819,5.923,-6.0252,7.4201,13.6373,6.2924,-3.8153,7.526,8.3443,5.4328,-5.5808,3.8501,8.1178,4.4761,0.0568,4.3143,4.5959,2.4592,-1.4663,3.0196,2030.68,186.76,1301.86,172.36,3834.37,345.65,0.08802,0.01577,0.05397,0.01263,1167.4,1097.0,22050,3.77,load,70.0
921,Healthy,-192.1494,10.1896,111.2514,11.0309,-4.0135,6.0878,10.1571,5.1656,-5.7014,5.5398,6.9837,5.4531,-2.8421,2.9024,7.5356,2.0318,-0.9869,2.6384,4.1179,3.6482,-1.9981,2.8364,4.5726,2.7642,-2.2484,3.7568,1766.62,170.92,1053.94,128.53,3000.49,221.02,0.07125,0.01198,0.04395,0.01004,73.9,1125.6,22050,4.41,idle,68.7
922,Oil Pressure Fault,-181.7957,26.1944,112.4877,17.9186,-2.3803,7.3081,11.0871,10.2941,-5.9296,8.2634,9.8434,6.2981,-4.6074,6.4921,6.1748,4.4764,-2.3535,6.1252,8.0175,4.995,-0.6432,4.1438,5.4956,2.8415,1.4284,3.301,2014.53,231.81,1297.84,157.99,3949.72,448.72,0.08416,0.01597,0.05437,0.01465,676.8,840.7,22050,3.78,revving,59.3
923,Brake System Fault,-163.793,16.2082,102.7489,17.8121,-13.4953,9.9355,20.9341,12.9956,-6.7358,11.2587,11.1988,6.7368,-4.3357,5.8131,8.9026,4.873,-0.6199,5.4698,9.5597,6.8857,-4.4369,5.1425,5.3064,4.2258,-2.8793,4.8828,2782.5,325.14,1700.11,244.52,5021.71,670.25,0.11076,0.02821,0.07945,0.01715,2894.9,1270.9,22050,3.73,load,61.9
924,Battery Fault,-193.1452,12.1424,116.5716,8.4148,-3.877,6.5517,12.0105,5.8388,-5.3267,4.1226,6.6158,3.4666,-2.5912,2.6558,7.5078,4.8677,-3.6805,4.6653,2.7817,3.4462,2.6829,3.316,8.955,4.4874,-2.0642,5.0587,1958.34,210.39,1121.88,150.73,3377.85,261.91,0.0701,0.01973,0.05374,0.01176,131.2,767.3,22050,4.05,idle,56.0
925,Battery Fault,-195.1204,16.6865,114.2777,11.3729,-12.4351,7.8287,11.8692,6.1252,-3.7122,5.7176,6.9046,4.5202,-0.1215,4.4482,12.1833,4.5177,-3.8294,4.2023,6.6938,4.7817,-4.9573,2.9593,8.4374,2.7256,-2.9461,3.6971,1915.35,221.61,1202.92,113.79,3428.54,269.63,0.07855,0.01235,0.04342,0.00987,140.8,1077.9,22050,4.44,revving,60.8
926,Brake System Fault,-185.6336,27.0311,98.9519,16.2197,-11.6754,9.1209,21.339,11.3229,-10.4184,8.8328,16.8218,8.4725,-4.6076,8.3933,9.7063,7.0612,-4.0333,8.1514,6.7981,5.6215,-1.4338,7.4697,7.4018,2.4385,-3.3293,6.0879,2951.57,389.73,1575.68,256.89,5132.51,485.79,0.10367,0.02507,0.0785,0.02068,4984.8,1144.1,22050,4.19,load,52.5
927,Healthy,-199.598,9.4285,111.2526,8.7819,-3.3569,7.8758,12.3794,6.4027,-3.0891,4.5497,11.8115,4.4362,-3.5961,3.916,8.9843,2.8151,-1.5906,3.9643,5.1489,3.987,-0.6878,3.7832,4.1041,4.0882,-0.2323,3.0982,1758.37,193.52,1020.41,103.26,2950.78,286.02,0.06432,0.01165,0.04799,0.01443,92.6,1013.1,22050,4.29,idle,75.7
928,Healthy,-195.1311,17.3931,112.5053,11.3048,-9.3806,4.1339,13.622,5.5121,-1.202,4.8951,9.108,3.3478,-3.631,3.1555,4.7895,2.6026,-2.594,2.3058,3.6596,2.7162,-1.6977,4.3387,4.1952,3.6688,-0.6425,2.948,1732.3,160.38,1042.63,119.42,3178.17,270.52,0.06529,0.01051,0.04173,0.00786,91.4,978.8,22050,3.81,load,67.5
929,Brake System Fault,-183.0232,14.9047,94.5835,15.4129,-14.2103,12.3034,20.2848,11.0972,-8.0968,10.302,14.4129,5.234,-10.4978,6.1501,6.8215,3.7865,-6.2892,6.9498,8.5437,6.4315,1.4428,5.865,7.645,3.8834,0.8903,6.1398,2778.74,390.93,1752.35,292.79,5033.17,632.51,0.12113,0.03141,0.07281,0.02416,4045.5,1442.6,22050,2.65,load,69.8
930,Brake System Fault,-178.6997,22.1601,97.4852,20.7984,-16.4061,9.0262,20.5074,12.8167,-10.7646,8.4443,13.2579,5.3395,-6.8948,7.2409,6.5478,8.6466,-3.5976,8.6895,6.9415,6.8929,-4.0043,5.1972,8.339,3.6976,-2.016,4.0512,2840.38,319.71,1774.04,280.4,5039.57,849.93,0.09618,0.01993,0.0744,0.02315,4115.9,1216.5,22050,3.31,idle,75.5
931,Battery Fault,-201.6,23.4462,115.3666,11.4664,-8.1303,5.5309,7.668,4.527,-1.4549,3.5635,9.0455,4.3835,-2.6602,3.5538,9.93,5.4699,-5.5385,3.3705,7.6046,4.4985,-3.6204,5.4475,8.5361,4.358,-2.6417,1.8078,1975.34,203.94,1188.58,128.47,3333.38,262.67,0.06892,0.0148,0.04419,0.01123,95.6,978.9,22050,4.28,revving,50.0
932,Brake System Fault,-180.2192,13.3842,101.7094,19.0371,-14.7123,11.0079,12.941,11.8246,-10.9863,7.2781,12.392,7.1925,-5.551,9.1693,5.496,7.8497,-7.3327,4.486,7.7093,5.3315,-6.4473,7.1743,7.3895,5.8963,-1.3246,7.463,2911.45,388.96,1640.7,260.88,4828.81,583.63,0.11535,0.02335,0.07024,0.01596,3503.1,884.8,22050,3.37,idle,48.3
933,Battery Fault,-201.672,16.6725,116.7952,8.5204,-6.9272,7.7356,9.0361,4.1747,-1.4839,6.3083,5.5029,3.5586,-0.4583,5.1478,12.4356,6.6475,-4.2379,3.8927,7.3269,4.2065,0.7308,3.8688,6.6122,3.3758,-4.323,4.3258,1909.55,159.6,1252.34,155.37,3251.98,345.3,0.07275,0.0117,0.04701,0.01148,180.5,1305.7,22050,2.7,idle,54.7
934,Clutch Slip,-193.4948,19.4322,107.6145,12.4735,0.4024,7.1387,12.4562,5.3488,-4.7118,6.3842,12.6576,5.668,0.2406,6.3209,6.4069,4.5934,-2.5453,3.6885,5.5936,5.7725,0.9015,4.1508,3.487,3.8098,-1.3888,3.6433,2112.39,262.63,1314.09,166.71,3599.88,312.86,0.07919,0.01371,0.05346,0.01483,15.4,1340.6,22050,2.82,load,57.7
935,Clutch Slip,-189.2731,15.7564,108.5035,12.9283,-7.5286,6.6681,9.6288,6.5781,-3.7647,6.5547,13.8069,6.7842,-4.7304,5.7338,7.9339,5.7459,-1.7426,5.6836,3.6156,4.4037,-3.953,4.5802,5.009,4.3202,-1.4061,4.3209,2070.67,286.83,1270.39,159.26,3448.66,279.0,0.07359,0.01618,0.05286,0.01218,41.9,1831.2,22050,3.54,idle,65.0
936,Brake System Fault,-165.8938,21.8335,99.3324,17.6712,-8.2931,10.8651,11.3327,12.982,-14.9815,11.2739,16.0888,6.8902,-0.6526,10.2948,6.5674,4.192,-4.2286,6.7666,7.5511,7.1284,-3.2503,5.4051,6.1275,4.3742,-3.6889,4.6065,2674.82,424.07,1658.84,230.18,4929.57,628.75,0.11553,0.02937,0.08084,0.02109,4586.3,1326.0,22050,4.17,idle,74.3
937,Oil Pressure Fault,-191.968,12.5984,111.1379,14.15,-8.4272,10.6976,13.5511,9.7679,-4.3103,9.4639,8.6524,9.9991,-6.3952,5.8665,7.8757,4.3785,-2.9572,4.8668,6.6991,4.3093,-3.7459,4.4197,5.7219,4.5558,-1.1955,4.2553,2151.68,191.66,1313.47,175.47,3856.14,391.43,0.08662,0.01469,0.05391,0.01278,1099.3,1268.7,22050,3.26,idle,55.3
938,Brake System Fault,-186.2966,28.9481,92.9491,15.5797,-18.4388,15.0648,15.9449,11.1907,-11.815,6.7702,10.5647,9.8347,-1.8925,6.9276,6.7304,6.2565,-1.6048,7.8784,4.0482,7.0231,-4.5413,6.0146,8.9965,5.227,-2.1361,5.0497,2974.84,415.71,1867.2,310.52,4937.95,705.02,0.11785,0.02117,0.08258,0.02025,3116.7,930.6,22050,2.74,revving,64.4
939,Engine Overheating,-194.7292,10.495,108.7327,16.6733,-12.9625,9.5966,7.7446,6.2039,-5.0912,8.3383,9.4285,6.5573,-1.1274,7.1164,8.3508,7.027,-5.0658,6.1442,11.0642,4.2778,-4.27,5.7457,5.4976,2.9149,1.1065,2.9069,2520.63,332.88,1521.14,231.27,4216.2,544.95,0.11086,0.024,0.07733,0.01566,4066.0,984.3,22050,3.34,revving,74.5
940,Brake System Fault,-165.1256,22.451,95.7616,18.8728,-19.9961,10.8645,12.1024,13.2979,-8.6346,8.3391,12.1792,5.1208,-0.8237,8.5122,11.3406,5.986,-5.8038,5.0035,7.0414,5.7369,-3.25,6.7423,6.1852,4.6028,-3.1319,4.9924,2807.5,410.13,1714.73,286.59,4874.4,746.61,0.09891,0.02957,0.07519,0.01738,4062.4,1924.0,22050,3.49,revving,61.6
941,Engine Overheating,-191.0733,16.5006,107.0218,10.0404,-10.0529,9.3566,12.3839,8.2997,-5.135,5.6329,13.6531,5.4294,-1.5458,5.6501,8.4392,5.5443,-2.4007,7.2478,11.379,5.2972,-2.2651,5.0037,2.5477,3.4147,-4.1538,5.3461,2395.45,299.73,1578.3,206.98,4416.26,493.29,0.09788,0.02069,0.06743,0.01598,2619.2,1018.8,22050,4.2,load,59.3
942,Oil Pressure Fault,-190.587,21.7861,113.6524,16.5574,-2.7104,9.2589,17.2737,7.8229,-6.1086,8.9471,8.7248,6.7527,-5.9171,8.6834,6.9057,4.3736,-2.4138,2.5147,7.9696,3.9551,-1.1015,4.3799,4.3039,3.5431,-0.1824,4.2426,2154.94,228.0,1266.19,161.01,3959.72,436.2,0.08607,0.01779,0.05519,0.01354,1219.1,1724.3,22050,4.12,load,66.8
943,Healthy,-191.8022,15.6881,112.3996,10.2491,-0.6804,8.2074,14.2489,4.6626,-5.2009,4.924,9.4655,2.7997,-2.8701,3.2863,6.7618,3.6817,-2.9149,1.9795,5.3894,2.5916,1.3044,3.0909,3.5133,3.7524,-1.1306,3.0876,1730.9,151.45,1047.66,127.66,3115.73,282.1,0.06449,0.01359,0.04383,0.01033,109.2,999.3,22050,3.14,revving,57.8
944,Healthy,-200.6189,12.7697,114.1173,7.3008,-1.3202,5.865,12.0874,4.9263,-5.2266,4.4824,8.3236,3.6762,-1.8109,3.4537,7.8562,2.374,-0.8965,2.6473,3.3497,2.9278,0.319,3.0585,3.4371,3.3569,-0.7586,3.2432,1837.98,155.96,1041.51,150.54,3176.02,284.06,0.05502,0.01682,0.04458,0.00716,108.1,1074.7,22050,2.84,idle,48.4
945,Healthy,-197.6859,14.5324,115.1891,9.6736,-5.3675,8.2715,13.1723,6.213,-5.8008,4.7978,8.8574,2.7838,-0.9138,2.8793,6.5312,3.3437,-1.1389,2.9037,4.7813,3.119,-0.0962,2.4044,3.4981,2.1733,-0.2252,3.0576,1776.59,189.92,993.83,118.88,3019.21,333.0,0.07506,0.01231,0.04726,0.00945,129.9,746.5,22050,4.13,revving,70.4
946,Clutch Slip,-195.2332,15.7661,113.9014,15.2516,-5.3342,6.1935,12.7056,6.098,-5.2748,5.8393,10.3592,5.6185,-4.4217,3.3598,9.0581,5.3722,-0.0188,4.5209,6.5901,4.6082,-3.2067,4.6323,3.8203,5.7873,-1.5711,3.6169,2072.34,222.31,1372.28,124.3,3682.22,284.45,0.07071,0.02276,0.05484,0.01495,57.0,1698.4,22050,3.56,revving,57.6
947,Battery Fault,-191.6723,15.1265,102.9435,15.264,-7.7198,6.8182,12.669,6.6106,-3.9373,6.3232,12.0335,4.6021,-3.5829,4.5369,6.4225,5.2586,-5.2653,3.6583,4.8628,2.9821,-3.6826,4.4737,6.0927,4.4352,-1.1466,5.2924,2070.1,197.29,1170.23,138.72,3245.13,282.47,0.07337,0.01439,0.04724,0.00697,126.3,1064.7,22050,3.48,idle,56.8
948,Clutch Slip,-186.1292,16.8511,103.3271,13.7406,-9.7944,7.0252,12.9072,5.6677,-3.066,4.4385,11.8907,7.6602,-2.957,5.2845,6.7585,3.4794,-4.4441,4.5726,6.2675,2.7883,-2.6138,4.1766,8.5302,5.1278,-1.1687,3.0904,2100.41,254.44,1256.7,191.52,3599.0,220.99,0.07991,0.01182,0.06072,0.01136,30.8,1938.1,22050,3.86,load,58.9
949,Clutch Slip,-187.9537,20.1966,105.9476,12.4141,-7.3101,6.7496,10.5965,5.8714,-7.5435,8.0389,12.7561,6.3352,-4.7284,5.0714,8.2775,6.7479,-2.8628,4.3301,6.3532,5.798,-2.7309,4.726,6.7595,3.1398,-1.7229,3.9926,1985.61,216.35,1203.95,152.35,3621.04,284.25,0.08033,0.01356,0.05504,0.00931,12.8,1817.2,22050,2.62,revving,67.6
950,Engine Overheating,-183.1431,20.5006,114.9487,13.3118,-10.3462,9.5329,9.2418,8.4717,-9.2903,5.2142,8.1343,9.5245,-1.5668,7.3677,8.6304,4.2677,-3.0666,5.115,8.0857,3.9827,-3.2075,5.0335,5.9925,3.6812,0.2967,3.6751,2467.0,271.23,1540.95,240.13,4349.27,523.05,0.10305,0.02305,0.08074,0.01146,3111.7,1524.5,22050,2.98,revving,54.6
951,Battery Fault,-189.6664,14.7588,110.1648,11.666,-4.4114,4.5252,10.2771,7.3628,-5.4378,5.9178,5.8244,2.3289,-3.1664,4.1745,8.4732,4.7317,-5.7791,5.3246,6.6883,3.6891,-0.1867,4.0934,6.4692,3.1597,-4.2606,3.3902,1945.34,278.29,1164.76,149.0,3263.76,299.32,0.07082,0.01321,0.04974,0.01126,116.0,1092.0,22050,3.62,revving,53.9
